URL,ID,Name,Subtitle,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Description,Developer,Age Rating,Languages,Size,Primary Genre,Genres,Original Release Date,Current Version Release Date
https://apps.apple.com/us/app/quaddraxx/id287563734,287563734,Quaddraxx,,https://is5-ssl.mzstatic.com/image/thumb/Purple/v4/df/b6/1d/dfb61daf-4eb6-30ad-835a-d68346d0e817/source/512x512bb.jpg,,,0,,"Quaddraxx-Logic \u2013 Challenge your brain!\n\nDissolve a 3D cube made up of dice by rotating or switching dice into rows of the same color or number. \nTrain your memory, logical thought, spatial sense and more\u2026\n\nAdvanced user interface\nUsing the touch screen and accelerometer, three dimensional logic games have never been as intuitive as this:\n\n- Put your finger on the rotate button and tilt your device to rotate the view.\n- Swap and rotate dice using intuitive gestures on the touch screen.\n\nGame features\n- Easy to understand \u2013 but addictive! \n- Two game modes and three difficulty levels.\n- Virtually endless number of different puzzles.\n- Undo-function for difficult situations.\n- Hall of fame \u2013 Beat your friends?",H2F Informationssysteme GmbH,4+,EN,3089867,Games,"Games, Entertainment, Strategy, Puzzle",11/08/2008,30/09/2008
https://apps.apple.com/us/app/lumen-lite/id288096268,288096268,Lumen Lite,,https://is1-ssl.mzstatic.com/image/thumb/Purple71/v4/b9/ab/5a/b9ab5a52-aea9-fc5c-02f6-2e892192d3c8/source/512x512bb.jpg,3.5,5072,0,,"""The objective of Lumen is to light up all the checkpoints in the puzzle by bouncing, coloring, and maneuvering a laser beam through obstacles. \n\nLumen is meant to be picked up quickly, and enjoyed endlessly. There are only 5 simple parts to learn before you can begin playing.\n\nPuzzles can be enjoyed leisurely, even put down and resumed later, as there are no timers or scores. Just sit back and relax with Lumen.\n\nThe full (non-Lite) version of Lumen has access to an online database of over 2,100 puzzles. If you enjoy Lumen Lite's puzzles, please take a look at the full version.""",Bridger Maxwell,4+,EN,7086403,Games,"Games, Puzzle, Strategy",18/08/2008,22/11/2008
https://apps.apple.com/us/app/bubblepop/id288669794,288669794,BubblePop,,https://is2-ssl.mzstatic.com/image/thumb/Purple/v4/78/f2/6e/78f26eab-13c6-67dd-25ce-f40ce97f16d2/source/512x512bb.jpg,3,526,0,,"Are you ready for some popping?  Once you pop you can\u2019t stop!  This fast paced game is easy to learn but impossible to master.\n\nBubbles must be popped in order from the lowest to highest number.  Pop as many as you can for points but do so before time runs out.  Make a mistake and you\u2019ll lose time.  Clear a round and you\u2019ll earn bonus time. The more bubbles you pop the harder it gets!  Warning: Extremely addicting.  \n\nCan you get highest pop score?\n\nFeatures:\n- Easy, Medium, Hard levels\n- Worldwide high scores system\n- Lots of bouncing bubbles\n- Fast action popping\n- Fun animations and sound\n- Increasing difficulty",TMSOFT,4+,EN,845008,Games,"Games, Strategy, Entertainment",22/08/2008,25/07/2009
https://apps.apple.com/us/app/marple/id288689440,288689440,Marple,,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/9b/e2/43/9be24321-c9b4-241f-fe56-624427a6dad6/source/512x512bb.jpg,3.5,989,0.99,,"AWARDED ""BEST PUZZLER"" IN MACWORLD\'S ""THE BEST GAMES OF 2008""!\n\nNOMINEE FOR ""BEST PUZZLE GAME"" IN ""2008 BEST APP EVER AWARDS""!\n\nRATED ""BETTER"" IN APPREVIEW!\n\n\nGetting tired of Sudoku? Why not try Marple?\n\nMarple is a game of logic and deduction. The playing field consists of 20 tiles arranged in 4 rows of 5 columns each and a set of clues. The goal of the game is to figure out the correct order of those 20 tiles using the given clues by process of elimination.\n\nThere are four different types of clues: ""In between"", ""Left of"", ""Same column"" and ""Next to"". ""In between"" clue tells that the middle tile has to be located in between the other two. It however does not tell the order of the other two tiles or how far they are from the middle one. ""Left of"" clue tells that the left tile has to be located left of the right tile. It however does not tell how far apart they are. ""Same column"" clue tells that the two tiles have to be on the same column. ""Next to"" clue tells that the two tiles are adjacent to each other. It however does not tell the order of the two tiles.\n\nFeatures:\n * 1,000,000 fiendishly clever puzzles to play so don\'t expect to run out of them any time soon! At 3 minutes / puzzle, 1 hour / day = ca. 137 years of puzzles!\n * Tutorial mode\n * Hint system that highlights a clue that you should be concentrating on next and also explains exactly what you should be doing next.\n * Graphical help with beginner tips",Mikko Kankainen,4+,EN,3643392,Games,"Games, Puzzle, Strategy",28/08/2008,5/05/2019
https://apps.apple.com/us/app/tetravex-lite/id288918962,288918962,Tetravex Lite,,https://is3-ssl.mzstatic.com/image/thumb/Purple/v4/94/b3/96/94b396bd-f59e-7d1f-52cb-f0b388939c0e/source/512x512bb.jpg,2.5,2358,0,,"Play the classic edge matching puzzle game Tetravex on your iPhone or iPod Touch!  Arrange the tiles in the playing area so that the colors match along tile edges.  But think carefully -- the game can be more challenging than it looks!\n\nFeatures:\n\nFour difficulty levels: simple, easy, medium and hard.  Tetravex can be easy enough for children, or difficult enough to confound even the strongest minds.\n\nOnline and local high scores.  Try to beat your best times on easy, medium, and hard, or challenge your friends and the world for the top spots on  medium and hard.\n\nNever lose progress.  Tetravex always saves your game so that you can resume it later.  And if you get a high score while your device has no network connection, Tetravex will submit it next time you connect.\n\nThe Lite edition of Tetravex limits you to the simple and easy difficulty levels.  If you demand a true challenge, just follow one of the in game links to purchase the full version!",Futrell Software,4+,EN,731525,Games,"Games, Puzzle, Strategy, Entertainment",27/08/2008,21/10/2008
https://apps.apple.com/us/app/awele-oware-mancala-hd/id289217958,289217958,Awele/Oware - Mancala HD,,https://is3-ssl.mzstatic.com/image/thumb/Purple5/v4/86/74/14/86741450-2965-c032-dcfc-40ab5af1f09b/source/512x512bb.jpg,3,112,0,0.99,"Awele/Oware is the oldest African board game and is still widely played throughout the world today. It\'s known by many names. Awele/Oware is a game of strategy and is easy to learn and fun to play. You can play against the computer or a friend. The object of the game is to capture more seeds than your opponent. You sow seeds and capture seeds from you opponent, all the while not starving your opponent. For more information on Awele/Oware, see the Wikipedia page at ""http://en.wikipedia.org/wiki/Oware""\n\n- Full HD retina\n- One or Two players\n- 5 different themes\n- 3 different difficulty levels\n- Game Center",SOLILAB,4+,"EN, FR, DE, IT, ES",122826752,Games,"Games, Strategy, Board",31/08/2008,6/04/2015
https://apps.apple.com/us/app/awele-oware-mancala-hd/id289217958,289217958,Awele/Oware - Mancala HD,,https://is3-ssl.mzstatic.com/image/thumb/Purple5/v4/86/74/14/86741450-2965-c032-dcfc-40ab5af1f09b/source/512x512bb.jpg,3,112,0,0.99,"Awele/Oware is the oldest African board game and is still widely played throughout the world today. It\'s known by many names. Awele/Oware is a game of strategy and is easy to learn and fun to play. You can play against the computer or a friend. The object of the game is to capture more seeds than your opponent. You sow seeds and capture seeds from you opponent, all the while not starving your opponent. For more information on Awele/Oware, see the Wikipedia page at ""http://en.wikipedia.org/wiki/Oware""\n\n- Full HD retina\n- One or Two players\n- 5 different themes\n- 3 different difficulty levels\n- Game Center",SOLILAB,4+,"EN, FR, DE, IT, ES",122826752,Games,"Games, Strategy, Board",31/08/2008,6/04/2015
https://apps.apple.com/us/app/chess-game/id289382458,289382458,Chess Game,,https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/72/28/9d/72289df1-1ec6-10f5-8e81-c2e2cad71bc8/source/512x512bb.jpg,3,504,0,,"""How about a nice game of chess?"" -- Joshua, in WarGames\n\nCurrent version has these features:\n- 5 Levels \n- Undo/Redo\n- Move history\n- Load/Save games\n- Play by email\n- Play One on One\n- Swap side\n- Show valid moves when playing level 1\n\n...delete games with a standard swipe gesture. This is, in the game list, place your finger on a games name and swipe right and a Delete button will appear.\n\nThe emails sent with the Play by email feature should be read on a iPhone/iPod touch and when receiving an email one only need to tap the link in the email.",Memention Holding AB,4+,EN,444163,Games,"Games, Board, Strategy",2/09/2008,7/10/2009
https://apps.apple.com/us/app/catcha-mouse/id290493286,290493286,Catcha Mouse,,https://is1-ssl.mzstatic.com/image/thumb/Purple2/v4/a8/da/9f/a8da9f8c-024d-007c-735c-e014d20f4cf7/source/512x512bb.jpg,3.5,95971,0,"1.99, 0.99, 1.99, 0.99, 4.99, 1.99, 1.99","*More than 4 Million downloads!!!\n\n#1 iPhone Free App in USA, Canada, UK, France, Spain, Sweden, Finland, Australia, Argentina, Paraguay and Lithuania.\n\n""Little games like Catcha Mouse are equally compelling reasons to reject important phone calls. Plus, and we can\'t stress this enough, it\'s so totally free.""  - joystiq.com\n\nCatcha Mouse is a very easy to learn game!\nYou\'ll have to use all your wit to corner the mouse before he escapes through the holes!\nIt\'s a fun way of testing your intelligence and improving your skills!\nIf you enjoy challenging games, you will love Catcha Mouse!\n\nFor news and updates follow us on: twitter.com/odasoft and facebook.com/odaSoft\n\n\nFeatures:\n\n- 600 challenging levels.\n\n- Lovable graphics and sounds.\n\n- Game Center Leaderboards.","Meme, Inc",4+,EN,26820692,Games,"Games, Puzzle, Strategy",19/02/2009,26/04/2013
https://apps.apple.com/us/app/cool-sudoku-jigsaw-killer/id290614255,290614255,"Cool Sudoku, Jigsaw, Killer","Sudoku, Jigsaw, Killer, Kakuro",https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/14/1b/5c/141b5c79-5c75-207c-684c-b1be2563ab71/source/512x512bb.jpg,3.5,357,0,"0.99, 0.99, 0.99","You can now play Sudoku, Killer Sudoku, Jigsaw Sudoku, Kakuro,Mini Sudoku, Sudoku X, Hitori, Nurikabe and Futoshiki from the one application.\n\nOur puzzles are published worldwide including the Daily Telegraph, Chicago Tribune and LA Times. All our puzzles are expertly graded and we guarantee that there is only one solution. Our puzzles can be solved using logical methods with no guesswork required.\n\nWe run a daily competition for each puzzle type and you can submit your completed entry and view your position on our daily leader board. \n\nYou can practice Sudoku puzzles by choosing from our graded puzzles - Gentle, Moderate, Tough and Diabolical.\n\nWith both the Daily puzzles and the Practice Puzzles, we save your progress as you go, stopping the clock as you exit. All pencil marks are saved when you exit.\n\nThe display is clear and easy to read and you can also display possibles for any cell. You can enter pencil marks for all puzzle types. Pencil marks are saved when you exit the application or receive a phone call.",Splash Software Ltd.,4+,EN,52236288,Games,"Games, Strategy, Puzzle, Entertainment",24/09/2008,26/04/2019
https://apps.apple.com/us/app/mind-the-corners/id291074572,291074572,Mind the Corners,,https://is5-ssl.mzstatic.com/image/thumb/Purple71/v4/bc/13/11/bc1311d4-0725-88f7-4bda-b2817bbeb7a8/source/512x512bb.jpg,3,7,0.99,,"""Mind the Corners is a board game where the goal is to place as many of your pieces on the grid as possible. Each piece consists of 1 to 5 square blocks, and scoring is by the number of unplayed squares (lowest score wins). There is a simple rule for what moves are allowed: the new piece must touch one of the player's own pieces, but only at a corner. Each player's first piece is played at one of the corners of the board.\n\nPlay is adjustable: 2-4 players (any of which can be computer players), different board sizes, a variable number of randomly placed blocking squares, player colors,  and whether piece placement is by dragging or selection.""",Zentropy Software,4+,EN,1530880,Games,"Games, Strategy, Entertainment, Board",19/09/2008,26/10/2016
https://apps.apple.com/us/app/all-you-can-eat/id291723451,291723451,All You Can Eat,,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/36/63/81/366381d1-4a44-78fb-20e9-e9f06ba6abe9/source/512x512bb.jpg,2,30,0.99,,"""'All You Can Eat' is a very enjoyable game. It's not as easy as it may look - you need some training to eat as much as possible - without being harmed by the fire.\n\nThe smiley will be directed by the player. The only directions are left and right. As soon as the smiley will reach the end of one of the 8 platforms will he fall down - to the next platform or in case there is no platform below, to the bottom.\n\nTouch the display anywhere on the left half to move the smiley to the left or on the right half to move him right.\n\nThe game makes no annoying sounds so feel free to play your favorit iPod music. \n\nEat as much as you can - beware of the fire - use the four elevators - have fun !\n\n###### Check your homepage for a demo video ######\n(www.soundside.de)""",Armin Heinrich,9+,EN,4341760,Entertainment,"Entertainment, Games, Casual, Strategy",24/09/2008,16/03/2019
https://apps.apple.com/us/app/ane-rouge/id291894818,291894818,Ane Rouge,,https://is2-ssl.mzstatic.com/image/thumb/Purple111/v4/05/87/d6/0587d6fb-bd6b-dd43-9399-96790ee4500c/source/512x512bb.jpg,,,0,,"Your Goal is to make leave the red square towards the top of the board.  \nThis game seem very difficult, ideal to develop some reflexion.\nThis Ipod/iphone implementation is close to best simulate original wood pieces.\nA minimum of 81 blows are necessary to make leave enclosed red square, maybe you will use more 300 blows with a severe drive. \nTry demolished it ! \n\n- Automatic saving your game when quit.\n- Shake it to restart new game.\n- Net best score on request.\n- Can play without net connection.\n- You can add your best score in the best net list.\n\nJF Pautex \xa92008-2017",Jean-Francois Pautex,4+,"EN, FR",1190912,Games,"Games, Puzzle, Education, Strategy",27/09/2008,8/03/2017
https://apps.apple.com/us/app/neiscat/id291929815,291929815,Neiscat,,https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/8a/e3/8d/8ae38d1d-bd7b-b1c1-a221-ff6a546fd34d/source/512x512bb.jpg,,,0.99,,"Neiscat is an original strategy game, where you will play against the iPhone/iPod touch.\n\nThe game was adapted from its original version on the HP-41 calculator.\n\nThere are only a small set of rules, but the possibilities for strategies are endless.\n\nA new game starts with the number 3 in the middle of an hexagonal board.  The objective is to complete 1-2-3 series either vertically or diagonally.  You and the iPhone/iPod touch will play each in turn the numbers in the order 1-2-3-1-2-3...   The number completing a 1-2-3 series will be added to your score, hopefully a 3.  Once a number has been used to score a 1-2-3 series, it will be highlighted and neither player will be able to reuse it.\n\nFEATURES\n - Addictive, you want to win. Come on, its a phone, how good can it really be?\n - 4 levels of difficulty, from easy to ""better not make any mistake""\n - A tutorial is available to explain and demonstrate game play.\n - You can listen to your music while playing the game, no interference.\n - Saves your current game, so you can play 5 minutes while waiting for the bus, and not loose you winning streak.\n - You can email your statistics/scores to the Neiscat online site to share with everyone.\n\nGood Luck!!!\n\nThanks go to Scott Harmon for his excellent suggestions and comments and to Doug Lynch for his review at AppStoreApps.\n\n*** Runs under iOS 5",Frederic Bronner,4+,"EN, FR",8806400,Games,"Games, Board, Entertainment, Strategy",29/09/2008,23/12/2018
https://apps.apple.com/us/app/boomshine/id292242592,292242592,Boomshine,,https://is3-ssl.mzstatic.com/image/thumb/Purple117/v4/1b/6b/ef/1b6bef71-6d71-1ee1-8f3c-76fabc8fb2c6/source/512x512bb.jpg,4,637,0.99,,Boomshine is an addictive casual game. Touch the screen to start a chain reaction and try to explode as many dots as needed to pass a level. The game contains 12 levels ranging from the easy to the hard (25 tries on average to beat level 12).\n\nTry the original flash version online at http://www.k2xl.com/games/boomshine,TwoDesk Software Company,4+,EN,22873088,Games,"Games, Puzzle, Entertainment, Strategy",7/10/2008,20/05/2017
